fortran90	93	6	3	0.06451612903225806	0.03225806451612903
esri	98	35	73	0.35714285714285715	0.7448979591836735
gettext	321	205	259	0.6386292834890965	0.8068535825545171
subquery-factoring	4	1	0	0.25	0.0
fortran95	25	1	1	0.04	0.04
composition	185	105	112	0.5675675675675675	0.6054054054054054
runat	5	4	5	0.8	1.0
yahoo-astra	2	0	1	0.0	0.5
runas	39	21	28	0.5384615384615384	0.717948717948718
return-type	123	60	92	0.4878048780487805	0.7479674796747967
gd-graph	7	6	7	0.8571428571428571	1.0
custom-action	221	137	199	0.6199095022624435	0.9004524886877828
domainservices	84	1	10	0.011904761904761904	0.11904761904761904
esql	39	19	30	0.48717948717948717	0.7692307692307693
fluentvalidation-2.0	9	0	0	0.0	0.0
android-imageview	82	13	35	0.15853658536585366	0.4268292682926829
uideviceorientation	6	2	3	0.3333333333333333	0.5
facebook-oauth	21	6	13	0.2857142857142857	0.6190476190476191
cpu-time	7	6	6	0.8571428571428571	0.8571428571428571
tab-delimited-text	5	0	0	0.0	0.0
clouddb	3	0	1	0.0	0.3333333333333333
default-parameters	23	6	10	0.2608695652173913	0.43478260869565216
iis-modules	4	0	1	0.0	0.25
ghci	78	46	63	0.5897435897435898	0.8076923076923077
rsperl	1	0	1	0.0	1.0
ksort	5	0	4	0.0	0.8
compositing	13	2	6	0.15384615384615385	0.46153846153846156
column	919	748	842	0.8139281828073993	0.9162132752992383
mod-vhost-alias	5	3	2	0.6	0.4
filedescriptor	27	2	4	0.07407407407407407	0.14814814814814814
jtable	938	769	832	0.8198294243070362	0.8869936034115139
update	3076	2051	2782	0.6667750325097529	0.9044213263979194
collectioneditor	28	14	22	0.5	0.7857142857142857
brewmp	25	3	7	0.12	0.28
unreachable-code	8	5	7	0.625	0.875
vmware-fusion	22	14	18	0.6363636363636364	0.8181818181818182
tostring	258	152	213	0.5891472868217055	0.8255813953488372
tcustomcontrol	4	3	3	0.75	0.75
query-parser	3	1	2	0.3333333333333333	0.6666666666666666
trace-listener	6	5	6	0.8333333333333334	1.0
power-series	3	0	0	0.0	0.0
brightness	75	58	69	0.7733333333333333	0.92
jalopy	5	4	4	0.8	0.8
voicexml	33	19	18	0.5757575757575758	0.5454545454545454
sequential	66	42	47	0.6363636363636364	0.7121212121212122
cygpath	2	0	2	0.0	1.0
livecycle-data-services	5	0	1	0.0	0.2
execjs	3	2	2	0.6666666666666666	0.6666666666666666
floating-image	1	1	1	1.0	1.0
php-extension	127	76	102	0.5984251968503937	0.8031496062992126
injection	294	122	128	0.41496598639455784	0.43537414965986393
minimize	135	82	105	0.6074074074074074	0.7777777777777778
handleerror	21	16	19	0.7619047619047619	0.9047619047619048
requestfactory	77	50	61	0.6493506493506493	0.7922077922077922
shadows	19	9	10	0.47368421052631576	0.5263157894736842
asp.net-3.5	772	80	173	0.10362694300518134	0.22409326424870465
julian-date	12	9	10	0.75	0.8333333333333334
which	16	9	16	0.5625	1.0
windows-identity-foundati	54	14	10	0.25925925925925924	0.18518518518518517
productivity-power-tools	10	6	9	0.6	0.9
applescript-objc	19	3	4	0.15789473684210525	0.21052631578947367
malformed	22	14	17	0.6363636363636364	0.7727272727272727
wsgen	23	16	22	0.6956521739130435	0.9565217391304348
skywriter	4	1	1	0.25	0.25
drawable	421	271	389	0.6437054631828979	0.9239904988123515
avcapturedevice	15	4	10	0.26666666666666666	0.6666666666666666
netmf	1	0	0	0.0	0.0
3g-network	3	0	1	0.0	0.3333333333333333
drawellipse	3	0	2	0.0	0.6666666666666666
rewrite	721	446	585	0.6185852981969486	0.811373092926491
getfileversion	8	0	1	0.0	0.125
glade	149	88	137	0.5906040268456376	0.9194630872483222
build-queue	1	1	0	1.0	0.0
jquery-tabs	124	69	93	0.5564516129032258	0.75
operator-keyword	228	1	4	0.0043859649122807015	0.017543859649122806
dateadd	22	6	12	0.2727272727272727	0.5454545454545454
viber	10	4	10	0.4	1.0
increment	231	152	169	0.658008658008658	0.7316017316017316
msmqbinding	11	1	3	0.09090909090909091	0.2727272727272727
windows-ribbon-framework	12	1	6	0.08333333333333333	0.5
vc10	2	2	2	1.0	1.0
iphelper	7	1	1	0.14285714285714285	0.14285714285714285
qscrollarea	6	4	5	0.6666666666666666	0.8333333333333334
unique-key	86	35	67	0.4069767441860465	0.7790697674418605
enunciate	17	13	17	0.7647058823529411	1.0
entityconnection	3	3	3	1.0	1.0
sql-server-migration-assi	7	0	2	0.0	0.2857142857142857
foundationkit	4	1	1	0.25	0.25
vpath	3	3	3	1.0	1.0
xmodmap	3	0	3	0.0	1.0
space	225	167	193	0.7422222222222222	0.8577777777777778
video-gallery	8	5	5	0.625	0.625
shockwave	23	10	17	0.43478260869565216	0.7391304347826086
air-android	5	0	0	0.0	0.0
iphone-sdk-4.0.1	18	1	2	0.05555555555555555	0.1111111111111111
recurrence-relation	20	10	13	0.5	0.65
django-permissions	25	13	16	0.52	0.64
tree-structure	7	3	5	0.42857142857142855	0.7142857142857143
open-intents	1	0	1	0.0	1.0
queueuserworkitem	9	4	8	0.4444444444444444	0.8888888888888888
ncqrs	2	2	1	1.0	0.5
mediafoundation	10	0	3	0.0	0.3
mura	2	2	2	1.0	1.0
array-splice	11	9	10	0.8181818181818182	0.9090909090909091
platform-independent	43	18	15	0.4186046511627907	0.3488372093023256
first-class	6	3	5	0.5	0.8333333333333334
gibberish	12	5	8	0.4166666666666667	0.6666666666666666
django-reversion	3	3	1	1.0	0.3333333333333333
serverobjectmanager	1	1	1	1.0	1.0
piccolo	3	1	3	0.3333333333333333	1.0
starkit	4	3	3	0.75	0.75
aliasing	33	17	15	0.5151515151515151	0.45454545454545453
mustache	86	65	78	0.7558139534883721	0.9069767441860465
noise-generator	2	1	2	0.5	1.0
bootcamp	15	7	6	0.4666666666666667	0.4
marshalling	634	127	143	0.20031545741324921	0.22555205047318613
uitableviewstyle	5	2	3	0.4	0.6
imagelibrary	6	0	0	0.0	0.0
integer-division	59	15	20	0.2542372881355932	0.3389830508474576
embarrassingly-parallel	5	2	4	0.4	0.8
mule	94	71	88	0.7553191489361702	0.9361702127659575
private-inheritance	6	4	2	0.6666666666666666	0.3333333333333333
lucene-highlighter	3	2	2	0.6666666666666666	0.6666666666666666
slicing	89	43	34	0.48314606741573035	0.38202247191011235
local-network	12	6	9	0.5	0.75
os-version	15	9	12	0.6	0.8
contract	81	58	76	0.7160493827160493	0.9382716049382716
videocard	3	0	0	0.0	0.0
human-readable	16	11	10	0.6875	0.625
jacob	38	28	35	0.7368421052631579	0.9210526315789473
overlapped-io	29	7	24	0.2413793103448276	0.8275862068965517
inserter	2	1	1	0.5	0.5
fixedpage	7	5	7	0.7142857142857143	1.0
embedded	1502	473	781	0.31491344873502	0.5199733688415447
outlook-form	14	12	14	0.8571428571428571	1.0
usage-tracking	3	1	0	0.3333333333333333	0.0
mediawiki	496	343	381	0.6915322580645161	0.7681451612903226
longtable	14	11	13	0.7857142857142857	0.9285714285714286
string-substitution	13	3	1	0.23076923076923078	0.07692307692307693
subshell	10	5	7	0.5	0.7
getters	125	48	54	0.384	0.432
vala	67	50	57	0.746268656716418	0.8507462686567164
cloudfoundry	11	5	8	0.45454545454545453	0.7272727272727273
datastorage	23	1	1	0.043478260869565216	0.043478260869565216
dojox.charting	60	10	28	0.16666666666666666	0.4666666666666667
fieldaccessexception	1	1	1	1.0	1.0
htmldecode	17	5	10	0.29411764705882354	0.5882352941176471
pass-by-value	106	37	57	0.3490566037735849	0.5377358490566038
winreg	14	8	13	0.5714285714285714	0.9285714285714286
no-cache	15	7	14	0.4666666666666667	0.9333333333333333
create-table	54	31	51	0.5740740740740741	0.9444444444444444
pervasive	51	25	39	0.49019607843137253	0.7647058823529411
visualhg	13	7	9	0.5384615384615384	0.6923076923076923
comobject	19	2	8	0.10526315789473684	0.42105263157894735
visualj#	3	0	0	0.0	0.0
adversary	1	1	0	1.0	0.0
hardware-testing	1	0	0	0.0	0.0
megaupload	9	5	7	0.5555555555555556	0.7777777777777778
simplebutton	7	6	6	0.8571428571428571	0.8571428571428571
cgi-application	11	10	10	0.9090909090909091	0.9090909090909091
flex4.5	227	1	3	0.004405286343612335	0.013215859030837005
saleslogix	4	2	2	0.5	0.5
masters-degree	20	2	5	0.1	0.25
vc90	4	2	3	0.5	0.75
sqlmembershipprovider	98	29	47	0.29591836734693877	0.47959183673469385
cuda-kernel	78	30	39	0.38461538461538464	0.5
mysqladmin	7	3	4	0.42857142857142855	0.5714285714285714
samba	150	83	118	0.5533333333333333	0.7866666666666666
dotfuscator	40	28	32	0.7	0.8
ne-flag	1	1	1	1.0	1.0
custom-object	14	10	12	0.7142857142857143	0.8571428571428571
loader	287	130	221	0.4529616724738676	0.7700348432055749
modal-window	6	4	6	0.6666666666666666	1.0
fastfunc	2	1	2	0.5	1.0
gstreamer	208	141	168	0.6778846153846154	0.8076923076923077
loaded	29	19	22	0.6551724137931034	0.7586206896551724
socketexception	48	24	41	0.5	0.8541666666666666
sql-ansi	4	3	3	0.75	0.75
hibernate-validator	92	35	66	0.3804347826086957	0.717391304347826
freebase	76	50	67	0.6578947368421053	0.881578947368421
acts-as-commentable	16	14	12	0.875	0.75
blank-line	2	2	2	1.0	1.0
kcachegrind	22	12	19	0.5454545454545454	0.8636363636363636
binders	5	2	3	0.4	0.6
online-storage	6	1	2	0.16666666666666666	0.3333333333333333
web-developer-toolbar	19	8	8	0.42105263157894735	0.42105263157894735
time-precision	12	2	8	0.16666666666666666	0.6666666666666666
context-info	3	3	3	1.0	1.0
stack-machine	3	3	3	1.0	1.0
self-education	5	1	0	0.2	0.0
virtex	3	1	2	0.3333333333333333	0.6666666666666666
databasemetadata	9	5	6	0.5555555555555556	0.6666666666666666
iron	5	3	4	0.6	0.8
proxypass	18	10	16	0.5555555555555556	0.8888888888888888
graduation	4	2	3	0.5	0.75
execve	7	4	7	0.5714285714285714	1.0
absolute	127	91	98	0.7165354330708661	0.7716535433070866
unquote	5	2	3	0.4	0.6
68000	25	7	9	0.28	0.36
board-game	6	4	4	0.6666666666666666	0.6666666666666666
fluorinefx	28	17	20	0.6071428571428571	0.7142857142857143
execvp	21	14	21	0.6666666666666666	1.0
query-cache	28	18	27	0.6428571428571429	0.9642857142857143
long-polling	172	82	113	0.47674418604651164	0.6569767441860465
browser-upgrading	1	0	0	0.0	0.0
secure-scl	2	0	0	0.0	0.0
all-delete-orphan	1	1	1	1.0	1.0
nested-checkboxes	3	2	1	0.6666666666666666	0.3333333333333333
buildr	60	42	58	0.7	0.9666666666666667
android-compatibility	6	1	2	0.16666666666666666	0.3333333333333333
incremental-search	5	5	5	1.0	1.0
stochastic	8	6	4	0.75	0.5
soundcloud	40	27	36	0.675	0.9
org-mode	120	88	94	0.7333333333333333	0.7833333333333333
conditional-attribute	2	2	1	1.0	0.5
python-pil	1	0	0	0.0	0.0
icustomtypedescriptor	10	4	9	0.4	0.9
sqlapi++	1	1	1	1.0	1.0
pagemethods	143	35	65	0.24475524475524477	0.45454545454545453
tableless	38	11	14	0.2894736842105263	0.3684210526315789
thumbs.db	1	1	1	1.0	1.0
select-tag	24	16	17	0.6666666666666666	0.7083333333333334
information-exchange	1	1	0	1.0	0.0
optimizer-hints	12	0	1	0.0	0.08333333333333333
fabricjs	2	0	0	0.0	0.0
saveas	2	1	2	0.5	1.0
rabbitmq	329	207	265	0.6291793313069909	0.8054711246200608
scxml	8	5	7	0.625	0.875
django-fields	47	4	15	0.0851063829787234	0.3191489361702128
paintevent	4	2	4	0.5	1.0
irix	5	4	5	0.8	1.0
nstextstorage	4	3	4	0.75	1.0
palm-pre	54	23	29	0.42592592592592593	0.5370370370370371
sparx	8	3	5	0.375	0.625
tdatetime	10	6	9	0.6	0.9
domain-driven-design	1344	178	225	0.1324404761904762	0.16741071428571427
case-class	41	35	41	0.8536585365853658	1.0
mute	36	29	33	0.8055555555555556	0.9166666666666666
httpwatch	7	5	7	0.7142857142857143	1.0
accessorytype	10	5	5	0.5	0.5
sparc	56	38	50	0.6785714285714286	0.8928571428571429
mutt	20	13	20	0.65	1.0
spark	305	182	224	0.5967213114754099	0.7344262295081967
vary	6	5	5	0.8333333333333334	0.8333333333333334
rumor	3	1	2	0.3333333333333333	0.6666666666666666
hidden-features	116	80	70	0.6896551724137931	0.603448275862069
mongodb-java	12	2	6	0.16666666666666666	0.5
jailbreak	243	37	61	0.1522633744855967	0.25102880658436216
zeus	15	13	14	0.8666666666666667	0.9333333333333333
custom-site-definition	1	1	1	1.0	1.0
verlet-integration	4	2	4	0.5	1.0
open-file	23	14	20	0.6086956521739131	0.8695652173913043
maximize	65	39	56	0.6	0.8615384615384616
git-branching	180	11	23	0.06111111111111111	0.12777777777777777
commoncrypto	1	0	0	0.0	0.0
deviation	9	4	7	0.4444444444444444	0.7777777777777778
nhibernate-bytecode	1	0	0	0.0	0.0
netflix	37	23	32	0.6216216216216216	0.8648648648648649
eeprom	6	4	6	0.6666666666666666	1.0
ruby-in-steel	2	1	2	0.5	1.0
repository	1202	631	1002	0.5249584026622296	0.8336106489184693
dosgi	5	3	4	0.6	0.8
advantages	14	8	12	0.5714285714285714	0.8571428571428571
stl-algorithm	34	7	12	0.20588235294117646	0.35294117647058826
sharedservicesprovider	5	0	0	0.0	0.0
helper	345	232	286	0.672463768115942	0.8289855072463768
tre-library	4	1	3	0.25	0.75
differentiation	5	1	2	0.2	0.4
version-control	4625	708	1432	0.1530810810810811	0.3096216216216216
facebook-c#-sdk	699	208	297	0.29756795422031473	0.4248927038626609
scientific-computing	139	11	19	0.07913669064748201	0.1366906474820144
nsapi	3	2	3	0.6666666666666666	1.0
subversive	110	54	82	0.4909090909090909	0.7454545454545455
grails-validation	39	11	13	0.28205128205128205	0.3333333333333333
html-spcecial-characters	5	0	0	0.0	0.0
touchpad	29	17	17	0.5862068965517241	0.5862068965517241
cakephp-2.0	16	8	11	0.5	0.6875
showmodaldialog	28	20	23	0.7142857142857143	0.8214285714285714
code-access-security	112	19	35	0.16964285714285715	0.3125
zero	113	73	73	0.6460176991150443	0.6460176991150443
stanford	26	16	22	0.6153846153846154	0.8461538461538461
spawn	62	49	57	0.7903225806451613	0.9193548387096774
mvc#	1	1	1	1.0	1.0
ftp-publishing	1	0	1	0.0	1.0
cqwp	23	9	18	0.391304347826087	0.782608695652174
jquery-tooltip	38	23	31	0.6052631578947368	0.8157894736842105
sevlets	9	0	0	0.0	0.0
resulttransformer	5	1	3	0.2	0.6
os-9	1	1	1	1.0	1.0
class-table-inheritance	14	8	13	0.5714285714285714	0.9285714285714286
testrunconfig	7	3	5	0.42857142857142855	0.7142857142857143
servlets	4374	353	749	0.08070416095107454	0.17123914037494284
h.264	263	85	115	0.3231939163498099	0.4372623574144487
updatebatchsize	2	2	2	1.0	1.0
ui-automation	238	138	151	0.5798319327731093	0.634453781512605
openflashchart2	18	1	2	0.05555555555555555	0.1111111111111111
information-bar	4	4	4	1.0	1.0
beginread	7	6	7	0.8571428571428571	1.0
ranking	185	74	86	0.4	0.4648648648648649
stay-logged-in	6	1	1	0.16666666666666666	0.16666666666666666
culture	211	127	172	0.6018957345971564	0.8151658767772512
opencobol	9	3	4	0.3333333333333333	0.4444444444444444
dynamic-analysis	9	3	6	0.3333333333333333	0.6666666666666666
complexity	550	227	314	0.4127272727272727	0.5709090909090909
google-data	16	8	15	0.5	0.9375
getproperty	8	4	7	0.5	0.875
stylesheets	43	7	11	0.16279069767441862	0.2558139534883721
mvcc	15	7	13	0.4666666666666667	0.8666666666666667
picasa	92	73	84	0.7934782608695652	0.9130434782608695
venn-diagram	14	11	13	0.7857142857142857	0.9285714285714286
nintendo	17	7	7	0.4117647058823529	0.4117647058823529
scalac	10	3	6	0.3	0.6
read-write	41	19	33	0.4634146341463415	0.8048780487804879
shoutcast	67	43	54	0.6417910447761194	0.8059701492537313
jquery-effects	81	8	9	0.09876543209876543	0.1111111111111111
sstream	10	4	4	0.4	0.4
scalap	1	0	1	0.0	1.0
scalar	46	33	36	0.717391304347826	0.782608695652174
automation	1714	358	435	0.2088681446907818	0.25379229871645276
data-type-conversion	12	0	1	0.0	0.08333333333333333
jsonix	2	0	0	0.0	0.0
horizontaloffset	5	2	3	0.4	0.6
foswiki	3	2	2	0.6666666666666666	0.6666666666666666
zest	8	5	8	0.625	1.0
grid-computing	24	6	8	0.25	0.3333333333333333
google-development	3	0	0	0.0	0.0
clickatell	8	6	8	0.75	1.0
dragonfly	30	22	25	0.7333333333333333	0.8333333333333334
scalaz	40	25	38	0.625	0.95
stencils	7	0	2	0.0	0.2857142857142857
redmine	251	180	232	0.7171314741035857	0.9243027888446215
multitrigger	13	5	9	0.38461538461538464	0.6923076923076923
class-structure	11	0	5	0.0	0.45454545454545453
diaspora	8	7	8	0.875	1.0
nsconnection	12	5	9	0.4166666666666667	0.75
barcode-printing	5	2	2	0.4	0.4
contrast	19	14	16	0.7368421052631579	0.8421052631578947
selinux	32	14	25	0.4375	0.78125
random-data	2	1	2	0.5	1.0
zbuffer	17	2	6	0.11764705882352941	0.35294117647058826
asp.net-mvc-4	1	1	1	1.0	1.0
form-post	17	8	13	0.47058823529411764	0.7647058823529411
textmatebundles	91	0	0	0.0	0.0
asp.net-mvc-3	8633	1488	1920	0.17236186725356192	0.22240240935943473
filechannel	21	12	20	0.5714285714285714	0.9523809523809523
tinn-r	4	3	4	0.75	1.0
integration-patterns	3	1	1	0.3333333333333333	0.3333333333333333
msstyles	4	2	2	0.5	0.5
surf	41	31	37	0.7560975609756098	0.9024390243902439
delphi-xe2	10	1	4	0.1	0.4
static-arrays	4	2	2	0.5	0.5
django-modelformset	1	0	1	0.0	1.0
inapi	1	0	0	0.0	0.0
custom-data-attribute	21	4	11	0.19047619047619047	0.5238095238095238
uistatusbar	19	7	9	0.3684210526315789	0.47368421052631576
asp.net-mvc-2	7219	1546	1879	0.2141570854689015	0.260285358082837
oracle-text	5	5	5	1.0	1.0
django-paypal	18	13	16	0.7222222222222222	0.8888888888888888
django-filters	4	1	1	0.25	0.25
silverlight-2-rc0	13	2	2	0.15384615384615385	0.15384615384615385
union-all	32	12	30	0.375	0.9375
reverting	2	0	0	0.0	0.0
duplicate-removal	109	3	3	0.027522935779816515	0.027522935779816515
symmetry	6	4	4	0.6666666666666666	0.6666666666666666
portable-database	10	3	6	0.3	0.6
suse	44	19	36	0.4318181818181818	0.8181818181818182
nonclustered-index	1	1	1	1.0	1.0
hibernate-entitymanager	19	5	16	0.2631578947368421	0.8421052631578947
dreamweaver	502	300	396	0.5976095617529881	0.7888446215139442
url-encoding	164	32	48	0.1951219512195122	0.2926829268292683
text-styling	8	0	0	0.0	0.0
memoryanalyzer	5	0	1	0.0	0.2
bragging	2	0	0	0.0	0.0
jquery-1.6	16	11	12	0.6875	0.75
jquery-1.5	65	43	53	0.6615384615384615	0.8153846153846154
loadui	4	4	4	1.0	1.0
ultraseek	2	2	2	1.0	1.0
jquery-1.4	42	22	33	0.5238095238095238	0.7857142857142857
glass	39	30	34	0.7692307692307693	0.8717948717948718
showwindow	11	5	11	0.45454545454545453	1.0
jquery-1.3	31	6	11	0.1935483870967742	0.3548387096774194
developerexpress	9	0	1	0.0	0.1111111111111111
certificates	181	54	103	0.2983425414364641	0.569060773480663
cgimagemaskcreate	5	1	3	0.2	0.6
zeos	13	5	12	0.38461538461538464	0.9230769230769231
clean-language	2	1	2	0.5	1.0
oldfiles	2	1	1	0.5	0.5
cqrs	132	76	80	0.5757575757575758	0.6060606060606061
autocad	102	62	82	0.6078431372549019	0.803921568627451
selectable	43	33	33	0.7674418604651163	0.7674418604651163
target	333	210	291	0.6306306306306306	0.8738738738738738
jnbridge	1	1	1	1.0	1.0
xcode4.2	34	1	0	0.029411764705882353	0.0
xcode4.1	13	1	1	0.07692307692307693	0.07692307692307693
moosex-types	4	3	4	0.75	1.0
deep-linking	77	43	43	0.5584415584415584	0.5584415584415584
microkernel	7	3	1	0.42857142857142855	0.14285714285714285
teched	2	0	0	0.0	0.0
tilde	27	20	20	0.7407407407407407	0.7407407407407407
customaction	29	10	19	0.3448275862068966	0.6551724137931034
odbc-bridge	4	2	2	0.5	0.5
spfield	16	7	11	0.4375	0.6875
pimpl-idiom	57	19	30	0.3333333333333333	0.5263157894736842
bufferedstream	5	2	3	0.4	0.6
event-store	8	6	7	0.75	0.875
pyephem	4	4	4	1.0	1.0
assemblyinfo	62	22	46	0.3548387096774194	0.7419354838709677
collision	192	126	138	0.65625	0.71875
background-position	68	43	64	0.6323529411764706	0.9411764705882353
image-viewer	11	9	6	0.8181818181818182	0.5454545454545454
datebox	6	4	4	0.6666666666666666	0.6666666666666666
aspmenu-control	11	0	0	0.0	0.0
ismouseover	9	7	8	0.7777777777777778	0.8888888888888888
tortoise	44	25	29	0.5681818181818182	0.6590909090909091
ensime	11	11	11	1.0	1.0
beaker	22	20	21	0.9090909090909091	0.9545454545454546
xmodem	12	6	7	0.5	0.5833333333333334
magnet-uri	8	0	4	0.0	0.5
discovery	80	29	34	0.3625	0.425
continuous-forms	3	0	1	0.0	0.3333333333333333
vim7.2	3	0	1	0.0	0.3333333333333333
path-control	1	0	0	0.0	0.0
boost-variant	33	29	33	0.8787878787878788	1.0
mochiweb	36	19	27	0.5277777777777778	0.75
domain-model	79	47	59	0.5949367088607594	0.7468354430379747
graph-api	69	39	46	0.5652173913043478	0.6666666666666666
selectors-api	3	1	2	0.3333333333333333	0.6666666666666666
rfc4122	1	0	1	0.0	1.0
pkg-resources	7	5	7	0.7142857142857143	1.0
asp.net-4.0	459	94	164	0.2047930283224401	0.3572984749455338
redefinition	34	17	18	0.5	0.5294117647058824
get-accesslist	1	0	0	0.0	0.0
find-and-replace	208	74	101	0.3557692307692308	0.4855769230769231
orca	32	8	29	0.25	0.90625
fetchxml	9	7	8	0.7777777777777778	0.8888888888888888
datatransferobject	6	0	1	0.0	0.16666666666666666
screenreader	11	0	1	0.0	0.09090909090909091
nothing	26	15	20	0.5769230769230769	0.7692307692307693
search-server-2010	3	1	3	0.3333333333333333	1.0
msnpsharp	4	0	1	0.0	0.25
edition	20	11	12	0.55	0.6
datetime-functions	2	0	0	0.0	0.0
failover	113	57	67	0.504424778761062	0.5929203539823009
byref	50	19	26	0.38	0.52
remote-actors	15	3	12	0.2	0.8
rowversion	13	9	11	0.6923076923076923	0.8461538461538461
brainbench	7	2	6	0.2857142857142857	0.8571428571428571
cfstoredproc	5	3	3	0.6	0.6
data-validation	48	16	27	0.3333333333333333	0.5625
concurrent-programming	53	5	11	0.09433962264150944	0.20754716981132076
polymorphism	1012	329	283	0.325098814229249	0.27964426877470355
porter-duff	5	1	4	0.2	0.8
hgweb	27	16	26	0.5925925925925926	0.9629629629629629
wm-command	3	1	3	0.3333333333333333	1.0
tiling	33	12	21	0.36363636363636365	0.6363636363636364
readfile	129	45	74	0.3488372093023256	0.5736434108527132
mutual-recursion	20	5	3	0.25	0.15
ruport	14	9	13	0.6428571428571429	0.9285714285714286
editing	291	102	121	0.35051546391752575	0.41580756013745707
gcc-contra-vs	1	0	0	0.0	0.0
cout	136	91	128	0.6691176470588235	0.9411764705882353
eager	18	12	17	0.6666666666666666	0.9444444444444444
script	1609	962	1340	0.5978868862647607	0.8328154133001865
css-sprites	244	70	107	0.28688524590163933	0.4385245901639344
django-users	40	4	16	0.1	0.4
windows-3.1	3	2	3	0.6666666666666666	1.0
winmain	27	19	24	0.7037037037037037	0.8888888888888888
django-comments	62	36	50	0.5806451612903226	0.8064516129032258
locales	2	1	1	0.5	0.5
egoimageview	1	1	1	1.0	1.0
login-name	2	0	2	0.0	1.0
yahoo-analytics	3	2	2	0.6666666666666666	0.6666666666666666
server-hardware	9	3	4	0.3333333333333333	0.4444444444444444
mouseup	4	2	3	0.5	0.75
spamming	9	3	3	0.3333333333333333	0.3333333333333333
imagelist	60	42	50	0.7	0.8333333333333334
transparent-persistence	1	0	1	0.0	1.0
popup-balloons	19	0	0	0.0	0.0
django-custom-tag	3	3	3	1.0	1.0
whiteboard-coding	2	1	2	0.5	1.0
organization	235	43	65	0.1829787234042553	0.2765957446808511
tiles	305	155	256	0.5081967213114754	0.839344262295082
mutagen	8	5	8	0.625	1.0
xmlsocket	23	17	21	0.7391304347826086	0.9130434782608695
argumentnullexception	18	9	12	0.5	0.6666666666666666
word-sense-disambiguation	2	1	1	0.5	0.5
discrete-space	3	1	0	0.3333333333333333	0.0
resharper	992	714	894	0.719758064516129	0.9012096774193549
nsdocument	103	48	63	0.46601941747572817	0.6116504854368932
word-tearing	1	0	0	0.0	0.0
audio	4799	2234	3206	0.46551364867680767	0.6680558449677017
